Nombre equipo,Fecha,Nombre jugador,Posicion,X Posicion,Y Posicion,Distancia,Tiro convertido
Atlanta Hawks,2015-10-27,Al Horford,Pívot,-28.31,155.44,14.91,0.55
Atlanta Hawks,2015-10-27,Dennis Schroder,Base,-2.33,100.22,10.43,0.57
Atlanta Hawks,2015-10-27,Jeff Teague,Base,-56.47,120.48,9.94,0.44
Atlanta Hawks,2015-10-27,Kent Bazemore,Alero,34.18,97.86,8.67,0.0
Atlanta Hawks,2015-10-27,Kyle Korver,Escolta,-15.33,172.2,22.11,0.33
Atlanta Hawks,2015-10-27,Lamar Patterson,Escolta,-200.22,2.53,22.0,1.0
Atlanta Hawks,2015-10-27,Mike Muscala,Pívot,11.27,147.65,14.0,0.0
Atlanta Hawks,2015-10-27,Mike Scott,Ala-Pívot,-6.52,154.5,12.25,0.5
Atlanta Hawks,2015-10-27,Paul Millsap,Ala-Pívot,-3.57,70.13,13.8,0.47
Atlanta Hawks,2015-10-27,Thabo Sefolosha,Alero,110.53,70.24,14.33,0.33
Atlanta Hawks,2015-10-27,Tiago Splitter,Pívot,-10.98,77.66,0.4,0.4
Atlanta Hawks,2015-10-29,Al Horford,Pívot,31.44,159.22,12.17,0.5
Atlanta Hawks,2015-10-29,Dennis Schroder,Base,-44.25,148.95,11.55,0.55
Atlanta Hawks,2015-10-29,Jeff Teague,Base,-23.25,137.8,8.5,0.58
Atlanta Hawks,2015-10-29,Justin Holiday,Escolta,-137.48,72.91,12.5,0.5
Atlanta Hawks,2015-10-29,Kent Bazemore,Alero,8.89,100.88,11.33,0.33
Atlanta Hawks,2015-10-29,Kyle Korver,Escolta,54.46,147.86,19.38,0.75
Atlanta Hawks,2015-10-29,Lamar Patterson,Escolta,114.75,93.53,17.2,0.6
Atlanta Hawks,2015-10-29,Mike Scott,Ala-Pívot,-46.49,149.65,14.0,0.25
Atlanta Hawks,2015-10-29,Paul Millsap,Ala-Pívot,-12.84,100.89,7.73,0.27
Atlanta Hawks,2015-10-29,Tiago Splitter,Pívot,-61.71,155.76,2.17,0.67
Atlanta Hawks,2015-10-30,Al Horford,Pívot,0.52,117.03,13.0,0.53
Atlanta Hawks,2015-10-30,Dennis Schroder,Base,-8.09,148.68,9.6,0.4
Atlanta Hawks,2015-10-30,Jeff Teague,Base,-9.57,130.53,14.21,0.43
Atlanta Hawks,2015-10-30,Kent Bazemore,Alero,76.22,81.3,10.46,0.54
Atlanta Hawks,2015-10-30,Lamar Patterson,Escolta,41.14,232.39,24.0,0.0
Atlanta Hawks,2015-10-30,Mike Scott,Ala-Pívot,-81.05,110.3,8.0,0.0
Atlanta Hawks,2015-10-30,Paul Millsap,Ala-Pívot,-15.46,166.79,14.5,0.5
Atlanta Hawks,2015-10-30,Thabo Sefolosha,Alero,-63.54,137.22,5.5,0.5
Atlanta Hawks,2015-10-30,Tiago Splitter,Pívot,-0.7,102.31,4.86,0.29
Atlanta Hawks,2015-11-01,Al Horford,Pívot,-8.05,117.3,13.93,0.5
Atlanta Hawks,2015-11-01,Dennis Schroder,Base,-24.56,129.9,11.33,0.33
Atlanta Hawks,2015-11-01,Jeff Teague,Base,-31.15,130.04,10.12,0.38
Atlanta Hawks,2015-11-01,Kent Bazemore,Alero,1.98,118.94,11.25,0.5
Atlanta Hawks,2015-11-01,Kyle Korver,Escolta,95.33,174.34,20.78,0.33
Atlanta Hawks,2015-11-01,Lamar Patterson,Escolta,-28.93,78.37,12.67,0.0
Atlanta Hawks,2015-11-01,Mike Scott,Ala-Pívot,-98.75,211.33,19.0,0.0
Atlanta Hawks,2015-11-01,Paul Millsap,Ala-Pívot,-81.18,132.86,14.77,0.54
Atlanta Hawks,2015-11-01,Thabo Sefolosha,Alero,-1.98,103.61,12.6,0.4
Atlanta Hawks,2015-11-01,Tiago Splitter,Pívot,-68.86,79.14,1.25,0.75
Atlanta Hawks,2015-11-03,Al Horford,Pívot,28.19,102.71,6.71,0.47
Atlanta Hawks,2015-11-03,Dennis Schroder,Base,20.94,98.61,4.0,0.17
Atlanta Hawks,2015-11-03,Jeff Teague,Base,-5.16,116.33,7.35,0.53
Atlanta Hawks,2015-11-03,Justin Holiday,Escolta,32.02,100.84,17.43,0.43
Atlanta Hawks,2015-11-03,Kent Bazemore,Alero,20.6,92.69,10.12,0.5
Atlanta Hawks,2015-11-03,Kyle Korver,Escolta,25.55,194.0,18.36,0.36
Atlanta Hawks,2015-11-03,Mike Scott,Ala-Pívot,8.9,133.82,15.6,0.4
Atlanta Hawks,2015-11-03,Paul Millsap,Ala-Pívot,19.1,187.06,12.67,0.33
Atlanta Hawks,2015-11-03,Tiago Splitter,Pívot,5.52,48.0,2.67,0.33
Atlanta Hawks,2015-11-04,Al Horford,Pívot,31.37,124.26,9.9,0.8
Atlanta Hawks,2015-11-04,Dennis Schroder,Base,-6.15,138.08,14.2,0.47
Atlanta Hawks,2015-11-04,Jeff Teague,Base,65.5,115.19,10.12,0.5
Atlanta Hawks,2015-11-04,Justin Holiday,Escolta,13.1,90.13,15.38,0.38
Atlanta Hawks,2015-11-04,Kent Bazemore,Alero,-36.61,116.57,18.83,0.5
Atlanta Hawks,2015-11-04,Lamar Patterson,Escolta,161.54,193.92,25.0,0.0
Atlanta Hawks,2015-11-04,Mike Muscala,Pívot,7.71,255.04,25.0,0.0
Atlanta Hawks,2015-11-04,Mike Scott,Ala-Pívot,-32.08,85.05,2.67,0.33
Atlanta Hawks,2015-11-04,Paul Millsap,Ala-Pívot,41.17,87.93,14.3,0.5
Atlanta Hawks,2015-11-04,Shelvin Mack,Base,-108.89,33.24,9.5,0.0
Atlanta Hawks,2015-11-04,Thabo Sefolosha,Alero,4.71,123.72,15.25,0.5
Atlanta Hawks,2015-11-04,Tiago Splitter,Pívot,-78.76,66.63,1.29,0.57
Atlanta Hawks,2015-11-06,Al Horford,Pívot,-17.16,159.22,12.4,0.47
Atlanta Hawks,2015-11-06,Dennis Schroder,Base,18.0,138.69,16.75,0.75
Atlanta Hawks,2015-11-06,Jeff Teague,Base,-55.65,149.47,7.62,0.31
Atlanta Hawks,2015-11-06,Justin Holiday,Escolta,-80.37,136.31,1.33,0.67
Atlanta Hawks,2015-11-06,Kent Bazemore,Alero,-46.88,89.38,6.8,0.4
Atlanta Hawks,2015-11-06,Kyle Korver,Escolta,-10.6,132.32,17.25,1.0
Atlanta Hawks,2015-11-06,Lamar Patterson,Escolta,127.4,147.56,19.0,0.0
Atlanta Hawks,2015-11-06,Mike Scott,Ala-Pívot,82.9,135.22,16.2,0.6
Atlanta Hawks,2015-11-06,Paul Millsap,Ala-Pívot,-60.71,95.22,10.91,0.64
Atlanta Hawks,2015-11-06,Tiago Splitter,Pívot,-40.43,117.8,2.6,0.2
Atlanta Hawks,2015-11-07,Al Horford,Pívot,14.2,176.86,8.31,0.38
Atlanta Hawks,2015-11-07,Dennis Schroder,Base,-50.88,72.75,11.33,0.33
Atlanta Hawks,2015-11-07,Jeff Teague,Base,20.47,146.83,14.33,0.27
Atlanta Hawks,2015-11-07,Justin Holiday,Escolta,-77.69,181.31,19.67,0.33
Atlanta Hawks,2015-11-07,Kent Bazemore,Alero,34.43,100.64,13.4,0.67
Atlanta Hawks,2015-11-07,Kyle Korver,Escolta,20.54,111.72,21.0,0.5
Atlanta Hawks,2015-11-07,Mike Muscala,Pívot,89.36,94.77,16.25,0.75
Atlanta Hawks,2015-11-07,Mike Scott,Ala-Pívot,-130.84,58.49,0.5,1.0
Atlanta Hawks,2015-11-07,Paul Millsap,Ala-Pívot,-33.32,147.43,12.86,0.43
Atlanta Hawks,2015-11-07,Thabo Sefolosha,Alero,18.17,72.26,4.75,1.0
Atlanta Hawks,2015-11-09,Al Horford,Pívot,-13.78,137.43,15.33,0.33
Atlanta Hawks,2015-11-09,Dennis Schroder,Base,-15.87,159.11,17.4,0.5
Atlanta Hawks,2015-11-09,Jeff Teague,Base,-62.61,140.68,8.41,0.59
Atlanta Hawks,2015-11-09,Justin Holiday,Escolta,-91.56,229.08,24.0,0.0
Atlanta Hawks,2015-11-09,Kent Bazemore,Alero,21.49,104.88,13.0,0.36
Atlanta Hawks,2015-11-09,Kyle Korver,Escolta,48.85,85.83,14.6,0.4
Atlanta Hawks,2015-11-09,Mike Scott,Ala-Pívot,-59.7,155.22,13.75,0.75
Atlanta Hawks,2015-11-09,Paul Millsap,Ala-Pívot,-11.15,142.03,10.27,0.6
Atlanta Hawks,2015-11-09,Thabo Sefolosha,Alero,58.26,29.04,13.8,0.8
Atlanta Hawks,2015-11-09,Tiago Splitter,Pívot,-14.67,71.24,29.33,0.67
Atlanta Hawks,2015-11-11,Al Horford,Pívot,31.53,158.78,13.87,0.73
Atlanta Hawks,2015-11-11,Dennis Schroder,Base,-20.77,191.51,13.09,0.45
Atlanta Hawks,2015-11-11,Jeff Teague,Base,24.07,127.18,9.06,0.38
Atlanta Hawks,2015-11-11,Justin Holiday,Escolta,-171.29,121.69,23.5,0.0
Atlanta Hawks,2015-11-11,Kent Bazemore,Alero,65.4,89.85,12.36,0.36
Atlanta Hawks,2015-11-11,Kyle Korver,Escolta,37.14,164.77,21.86,0.43
Atlanta Hawks,2015-11-11,Mike Muscala,Pívot,-1.28,56.6,12.5,0.5
Atlanta Hawks,2015-11-11,Paul Millsap,Ala-Pívot,16.13,101.86,10.86,0.43
Atlanta Hawks,2015-11-11,Thabo Sefolosha,Alero,-137.07,130.44,8.33,0.67
Atlanta Hawks,2015-11-11,Tiago Splitter,Pívot,47.24,152.91,5.0,0.8
Atlanta Hawks,2015-11-15,Al Horford,Pívot,12.03,129.08,12.94,0.44
Atlanta Hawks,2015-11-15,Dennis Schroder,Base,32.09,138.15,10.8,0.3
Atlanta Hawks,2015-11-15,Justin Holiday,Escolta,169.27,189.84,24.0,0.0
Atlanta Hawks,2015-11-15,Kent Bazemore,Alero,85.42,107.66,11.0,0.86
Atlanta Hawks,2015-11-15,Kyle Korver,Escolta,-8.94,163.21,21.17,0.67
Atlanta Hawks,2015-11-15,Paul Millsap,Ala-Pívot,-29.19,149.11,10.8,0.6
Atlanta Hawks,2015-11-15,Shelvin Mack,Base,55.11,131.96,13.0,0.5
Atlanta Hawks,2015-11-15,Thabo Sefolosha,Alero,-0.44,73.22,16.33,0.33
Atlanta Hawks,2015-11-15,Tiago Splitter,Pívot,2.97,160.24,6.75,0.25
Atlanta Hawks,2015-11-17,Al Horford,Pívot,35.97,97.17,15.0,0.73
Atlanta Hawks,2015-11-17,Dennis Schroder,Base,-22.46,203.65,13.45,0.27
Atlanta Hawks,2015-11-17,Justin Holiday,Escolta,5.01,152.45,24.0,0.5
Atlanta Hawks,2015-11-17,Kyle Korver,Escolta,-82.72,150.31,21.09,0.36
Atlanta Hawks,2015-11-17,Mike Muscala,Pívot,-39.17,191.97,13.25,0.5
Atlanta Hawks,2015-11-17,Mike Scott,Ala-Pívot,42.02,113.83,11.67,0.33
Atlanta Hawks,2015-11-17,Paul Millsap,Ala-Pívot,54.87,159.81,12.7,0.6
Atlanta Hawks,2015-11-17,Shelvin Mack,Base,2.17,154.02,16.75,0.38
Atlanta Hawks,2015-11-17,Thabo Sefolosha,Alero,46.41,67.65,18.22,0.33
Atlanta Hawks,2015-11-17,Tiago Splitter,Pívot,-9.16,103.28,2.5,0.25
Atlanta Hawks,2015-11-18,Al Horford,Pívot,6.57,146.6,15.0,0.4
Atlanta Hawks,2015-11-18,Dennis Schroder,Base,-48.5,128.1,14.95,0.45
Atlanta Hawks,2015-11-18,Justin Holiday,Escolta,-67.05,53.93,18.57,0.29
Atlanta Hawks,2015-11-18,Kyle Korver,Escolta,-38.72,176.53,24.2,0.6
Atlanta Hawks,2015-11-18,Lamar Patterson,Escolta,76.57,66.2,23.0,0.33
Atlanta Hawks,2015-11-18,Mike Muscala,Pívot,104.87,122.38,15.5,0.5
Atlanta Hawks,2015-11-18,Paul Millsap,Ala-Pívot,-35.39,139.82,5.11,0.44
Atlanta Hawks,2015-11-18,Shelvin Mack,Base,-33.63,159.94,18.0,0.33
Atlanta Hawks,2015-11-18,Thabo Sefolosha,Alero,-193.63,132.57,11.5,0.0
Atlanta Hawks,2015-11-18,Tiago Splitter,Pívot,-4.72,156.78,2.5,0.5
Atlanta Hawks,2015-11-21,Al Horford,Pívot,12.98,86.69,12.82,0.36
Atlanta Hawks,2015-11-21,Dennis Schroder,Base,63.92,86.27,9.71,0.43
Atlanta Hawks,2015-11-21,Jeff Teague,Base,-15.19,146.98,9.91,0.27
Atlanta Hawks,2015-11-21,Justin Holiday,Escolta,90.89,176.39,13.86,0.43
Atlanta Hawks,2015-11-21,Kyle Korver,Escolta,2.9,207.61,19.5,0.33
Atlanta Hawks,2015-11-21,Lamar Patterson,Escolta,192.68,234.05,24.5,0.0
Atlanta Hawks,2015-11-21,Mike Muscala,Pívot,-41.6,202.14,13.0,0.33
Atlanta Hawks,2015-11-21,Mike Scott,Ala-Pívot,129.35,209.48,1.0,1.0
Atlanta Hawks,2015-11-21,Paul Millsap,Ala-Pívot,-88.83,196.61,9.92,0.25
Atlanta Hawks,2015-11-21,Shelvin Mack,Base,51.13,83.44,8.0,0.5
Atlanta Hawks,2015-11-21,Thabo Sefolosha,Alero,-86.62,155.27,11.56,0.56
Atlanta Hawks,2015-11-21,Tiago Splitter,Pívot,-115.74,82.03,1.0,1.0
Atlanta Hawks,2015-11-24,Al Horford,Pívot,40.57,170.23,14.8,0.5
Atlanta Hawks,2015-11-24,Dennis Schroder,Base,27.99,152.91,10.29,0.14
Atlanta Hawks,2015-11-24,Jeff Teague,Base,-31.64,81.88,8.6,0.4
Atlanta Hawks,2015-11-24,Kyle Korver,Escolta,-8.35,155.64,18.7,0.6
Atlanta Hawks,2015-11-24,Lamar Patterson,Escolta,17.56,193.02,24.2,0.6
Atlanta Hawks,2015-11-24,Mike Muscala,Pívot,107.56,69.9,37.0,0.33
Atlanta Hawks,2015-11-24,Mike Scott,Ala-Pívot,-14.46,160.27,11.12,0.75
Atlanta Hawks,2015-11-24,Paul Millsap,Ala-Pívot,-30.96,82.15,6.57,0.71
Atlanta Hawks,2015-11-24,Shelvin Mack,Base,-61.8,111.05,10.5,0.5
Atlanta Hawks,2015-11-24,Thabo Sefolosha,Alero,-15.62,135.94,3.5,0.88
Atlanta Hawks,2015-11-28,Al Horford,Pívot,20.51,99.72,11.0,0.33
Atlanta Hawks,2015-11-28,Dennis Schroder,Base,-31.85,167.5,11.71,0.57
Atlanta Hawks,2015-11-28,Jeff Teague,Base,10.62,138.48,14.0,0.22
Atlanta Hawks,2015-11-28,Justin Holiday,Escolta,-15.38,197.3,15.0,0.67
Atlanta Hawks,2015-11-28,Kent Bazemore,Alero,17.57,124.4,10.33,0.56
Atlanta Hawks,2015-11-28,Kyle Korver,Escolta,7.58,205.93,16.5,0.75
Atlanta Hawks,2015-11-28,Lamar Patterson,Escolta,44.98,195.8,21.67,0.33
Atlanta Hawks,2015-11-28,Mike Muscala,Pívot,-10.23,142.84,13.12,0.38
Atlanta Hawks,2015-11-28,Mike Scott,Ala-Pívot,34.67,148.81,11.75,0.62
Atlanta Hawks,2015-11-28,Paul Millsap,Ala-Pívot,-24.56,95.37,11.12,0.25
Atlanta Hawks,2015-11-28,Shelvin Mack,Base,43.51,184.49,6.0,0.5
Atlanta Hawks,2015-11-28,Thabo Sefolosha,Alero,-43.85,91.89,16.75,0.5
Atlanta Hawks,2015-11-30,Al Horford,Pívot,38.78,128.26,13.0,0.53
Atlanta Hawks,2015-11-30,Dennis Schroder,Base,6.79,158.56,12.67,0.33
Atlanta Hawks,2015-11-30,Jeff Teague,Base,-9.64,170.56,9.94,0.56
Atlanta Hawks,2015-11-30,Kent Bazemore,Alero,32.78,109.04,11.25,0.38
Atlanta Hawks,2015-11-30,Kyle Korver,Escolta,-17.92,161.24,22.31,0.31
Atlanta Hawks,2015-11-30,Mike Muscala,Pívot,61.14,180.04,9.6,0.6
Atlanta Hawks,2015-11-30,Mike Scott,Ala-Pívot,213.77,63.23,12.0,0.5
Atlanta Hawks,2015-11-30,Paul Millsap,Ala-Pívot,9.41,123.63,7.47,0.42
Atlanta Hawks,2015-11-30,Thabo Sefolosha,Alero,-102.44,91.91,10.0,0.0
Atlanta Hawks,2015-12-02,Al Horford,Pívot,-130.73,153.89,14.44,0.44
Atlanta Hawks,2015-12-02,Dennis Schroder,Base,-36.35,128.29,8.75,0.5
Atlanta Hawks,2015-12-02,Jeff Teague,Base,-17.55,101.85,8.54,0.31
Atlanta Hawks,2015-12-02,Kent Bazemore,Alero,-90.64,165.14,12.11,0.22
Atlanta Hawks,2015-12-02,Kyle Korver,Escolta,5.29,151.98,21.0,0.44
Atlanta Hawks,2015-12-02,Lamar Patterson,Escolta,-142.03,190.93,23.0,0.0
Atlanta Hawks,2015-12-02,Mike Muscala,Pívot,68.18,131.24,8.0,0.25
Atlanta Hawks,2015-12-02,Mike Scott,Ala-Pívot,32.84,179.02,11.5,0.33
Atlanta Hawks,2015-12-02,Paul Millsap,Ala-Pívot,-23.08,163.82,9.38,0.31
Atlanta Hawks,2015-12-02,Thabo Sefolosha,Alero,3.85,130.8,11.67,0.5
Atlanta Hawks,2015-12-09,Al Horford,Pívot,75.61,109.59,8.25,0.5
Atlanta Hawks,2015-12-09,Dennis Schroder,Base,-30.66,194.09,12.0,0.67
Atlanta Hawks,2015-12-09,Jeff Teague,Base,11.34,66.02,13.56,0.33
Atlanta Hawks,2015-12-09,Kent Bazemore,Alero,-17.56,143.46,13.0,0.33
Atlanta Hawks,2015-12-09,Kyle Korver,Escolta,3.02,133.26,19.17,0.33
Atlanta Hawks,2015-12-09,Lamar Patterson,Escolta,17.07,280.96,24.0,0.0
Atlanta Hawks,2015-12-09,Mike Muscala,Pívot,19.82,69.1,9.6,0.6
Atlanta Hawks,2015-12-09,Paul Millsap,Ala-Pívot,47.65,95.54,7.0,0.62
Atlanta Hawks,2015-12-09,Thabo Sefolosha,Alero,56.84,147.97,8.0,0.5
Atlanta Hawks,2015-12-09,Tiago Splitter,Pívot,49.07,35.95,0.67,0.67
Atlanta Hawks,2015-12-10,Al Horford,Pívot,-33.76,121.86,14.93,0.21
Atlanta Hawks,2015-12-10,Dennis Schroder,Base,-9.2,126.04,9.38,0.25
Atlanta Hawks,2015-12-10,Jeff Teague,Base,0.74,105.03,7.71,0.57
Atlanta Hawks,2015-12-10,Justin Holiday,Escolta,-123.4,213.39,25.0,0.0
Atlanta Hawks,2015-12-10,Kent Bazemore,Alero,68.1,82.54,16.08,0.58
Atlanta Hawks,2015-12-10,Kyle Korver,Escolta,54.21,110.21,23.0,0.5
Atlanta Hawks,2015-12-10,Mike Muscala,Pívot,9.36,120.27,12.25,0.5
Atlanta Hawks,2015-12-10,Paul Millsap,Ala-Pívot,-82.95,30.62,10.2,0.4
Atlanta Hawks,2015-12-10,Thabo Sefolosha,Alero,-126.04,70.72,10.62,0.62
Atlanta Hawks,2015-12-12,Al Horford,Pívot,40.7,147.07,13.17,0.5
Atlanta Hawks,2015-12-12,Dennis Schroder,Base,-26.37,126.59,14.11,0.22
Atlanta Hawks,2015-12-12,Jeff Teague,Base,24.48,121.75,14.4,0.0
Atlanta Hawks,2015-12-12,Justin Holiday,Escolta,220.74,21.87,23.0,0.0
Atlanta Hawks,2015-12-12,Kent Bazemore,Alero,21.62,127.0,6.91,0.36
Atlanta Hawks,2015-12-12,Kyle Korver,Escolta,77.72,106.41,15.29,0.14
Atlanta Hawks,2015-12-12,Lamar Patterson,Escolta,28.7,85.39,17.75,0.25
Atlanta Hawks,2015-12-12,Mike Muscala,Pívot,-62.1,49.64,22.5,0.0
Atlanta Hawks,2015-12-12,Paul Millsap,Ala-Pívot,17.67,143.17,10.09,0.73
Atlanta Hawks,2015-12-12,Shelvin Mack,Base,66.05,259.95,14.5,0.5
Atlanta Hawks,2015-12-12,Thabo Sefolosha,Alero,80.33,81.46,14.75,0.5
Atlanta Hawks,2015-12-12,Tiago Splitter,Pívot,64.53,39.64,0.5,0.5
Atlanta Hawks,2015-12-14,Al Horford,Pívot,33.51,156.18,15.92,0.5
Atlanta Hawks,2015-12-14,Dennis Schroder,Base,19.72,89.44,16.9,0.4
Atlanta Hawks,2015-12-14,Jeff Teague,Base,3.35,119.93,9.33,0.17
Atlanta Hawks,2015-12-14,Kent Bazemore,Alero,-10.96,150.5,11.5,0.61
Atlanta Hawks,2015-12-14,Kyle Korver,Escolta,45.06,154.54,20.33,0.17
Atlanta Hawks,2015-12-14,Lamar Patterson,Escolta,6.28,145.24,0.5,0.5
Atlanta Hawks,2015-12-14,Mike Muscala,Pívot,104.28,74.93,0.0,0.0
Atlanta Hawks,2015-12-14,Paul Millsap,Ala-Pívot,4.32,93.01,6.25,0.5
Atlanta Hawks,2015-12-14,Thabo Sefolosha,Alero,203.26,68.88,22.67,0.0
Atlanta Hawks,2015-12-14,Tiago Splitter,Pívot,47.77,41.48,0.5,0.5
Atlanta Hawks,2015-12-16,Al Horford,Pívot,-37.95,120.35,11.38,0.62
Atlanta Hawks,2015-12-16,Dennis Schroder,Base,-10.64,161.61,15.08,0.5
Atlanta Hawks,2015-12-16,Jeff Teague,Base,2.26,157.17,11.56,0.67
Atlanta Hawks,2015-12-16,Kent Bazemore,Alero,19.25,150.08,12.8,0.4
Atlanta Hawks,2015-12-16,Kyle Korver,Escolta,4.21,219.3,22.8,0.4
Atlanta Hawks,2015-12-16,Lamar Patterson,Escolta,0.98,73.8,6.25,0.5
Atlanta Hawks,2015-12-16,Mike Muscala,Pívot,-109.61,88.13,15.33,0.33
Atlanta Hawks,2015-12-16,Mike Scott,Ala-Pívot,-63.21,212.54,15.0,0.8
Atlanta Hawks,2015-12-16,Paul Millsap,Ala-Pívot,25.33,149.81,7.75,0.88
Atlanta Hawks,2015-12-16,Shelvin Mack,Base,51.06,51.34,10.33,0.67
Atlanta Hawks,2015-12-16,Thabo Sefolosha,Alero,5.95,131.95,14.67,0.67
Atlanta Hawks,2015-12-16,Tiago Splitter,Pívot,-14.78,109.77,1.6,0.8
Atlanta Hawks,2015-12-18,Al Horford,Pívot,31.43,149.15,7.95,0.53
Atlanta Hawks,2015-12-18,Dennis Schroder,Base,47.16,110.03,9.27,0.53
Atlanta Hawks,2015-12-18,Jeff Teague,Base,-1.08,122.26,6.0,0.17
Atlanta Hawks,2015-12-18,Kent Bazemore,Alero,23.95,132.49,8.31,0.38
Atlanta Hawks,2015-12-18,Kyle Korver,Escolta,15.22,190.0,14.89,0.44
Atlanta Hawks,2015-12-18,Paul Millsap,Ala-Pívot,24.86,100.06,8.46,0.46
Atlanta Hawks,2015-12-18,Thabo Sefolosha,Alero,65.53,93.5,9.43,0.71
Atlanta Hawks,2015-12-18,Tiago Splitter,Pívot,-90.06,6.35,4.33,0.33
Atlanta Hawks,2015-12-20,Al Horford,Pívot,6.02,186.02,11.4,0.47
Atlanta Hawks,2015-12-20,Dennis Schroder,Base,-0.92,144.7,14.67,0.33
Atlanta Hawks,2015-12-20,Jeff Teague,Base,-75.93,127.3,9.43,0.57
Atlanta Hawks,2015-12-20,Kent Bazemore,Alero,59.81,81.57,9.22,0.56
Atlanta Hawks,2015-12-20,Kyle Korver,Escolta,-1.88,98.01,23.75,0.75
Atlanta Hawks,2015-12-20,Mike Scott,Ala-Pívot,-41.07,171.28,17.0,0.6
Atlanta Hawks,2015-12-20,Paul Millsap,Ala-Pívot,41.32,98.85,9.56,0.31
Atlanta Hawks,2015-12-20,Thabo Sefolosha,Alero,-63.77,76.99,12.75,0.5
Atlanta Hawks,2015-12-20,Tiago Splitter,Pívot,60.25,50.16,2.33,0.5
Atlanta Hawks,2015-12-21,Al Horford,Pívot,29.38,171.87,11.67,0.33
Atlanta Hawks,2015-12-21,Dennis Schroder,Base,0.25,159.17,14.4,0.7
Atlanta Hawks,2015-12-21,Jeff Teague,Base,2.54,96.24,11.83,0.33
Atlanta Hawks,2015-12-21,Kent Bazemore,Alero,-68.98,93.76,16.6,0.4
Atlanta Hawks,2015-12-21,Kyle Korver,Escolta,29.2,98.32,24.0,0.5
Atlanta Hawks,2015-12-21,Lamar Patterson,Escolta,180.58,63.44,20.33,0.33
Atlanta Hawks,2015-12-21,Mike Muscala,Pívot,216.87,22.59,23.0,0.0
Atlanta Hawks,2015-12-21,Mike Scott,Ala-Pívot,-10.15,105.2,12.89,0.56
Atlanta Hawks,2015-12-21,Paul Millsap,Ala-Pívot,93.13,101.73,12.0,0.33
Atlanta Hawks,2015-12-21,Thabo Sefolosha,Alero,-69.91,96.05,8.0,0.83
Atlanta Hawks,2015-12-21,Tiago Splitter,Pívot,-28.55,89.32,5.0,0.75
Atlanta Hawks,2015-12-23,Al Horford,Pívot,-23.71,138.77,15.43,0.5
Atlanta Hawks,2015-12-23,Dennis Schroder,Base,91.56,134.37,9.33,0.42
Atlanta Hawks,2015-12-23,Jeff Teague,Base,33.9,109.8,6.79,0.53
Atlanta Hawks,2015-12-23,Kent Bazemore,Alero,32.93,137.8,10.71,0.43
Atlanta Hawks,2015-12-23,Kyle Korver,Escolta,-76.07,152.3,17.83,0.5
Atlanta Hawks,2015-12-23,Lamar Patterson,Escolta,199.67,179.28,1.0,0.0
Atlanta Hawks,2015-12-23,Mike Scott,Ala-Pívot,30.49,157.99,13.5,0.5
Atlanta Hawks,2015-12-23,Paul Millsap,Ala-Pívot,-8.29,122.37,10.6,0.53
Atlanta Hawks,2015-12-23,Thabo Sefolosha,Alero,70.35,174.14,20.0,0.0
Atlanta Hawks,2015-12-23,Tiago Splitter,Pívot,-8.04,88.55,1.29,0.57
Atlanta Hawks,2015-12-26,Al Horford,Pívot,-41.03,84.2,10.0,0.6
Atlanta Hawks,2015-12-26,Dennis Schroder,Base,45.98,130.94,9.67,0.44
Atlanta Hawks,2015-12-26,Jeff Teague,Base,-35.89,96.11,9.42,0.5
Atlanta Hawks,2015-12-26,Kent Bazemore,Alero,-83.83,125.04,17.75,0.25
Atlanta Hawks,2015-12-26,Kyle Korver,Escolta,42.86,106.35,22.71,0.14
Atlanta Hawks,2015-12-26,Lamar Patterson,Escolta,145.38,116.16,12.75,0.75
Atlanta Hawks,2015-12-26,Mike Muscala,Pívot,76.12,256.81,1.0,1.0
Atlanta Hawks,2015-12-26,Mike Scott,Ala-Pívot,12.59,121.86,11.75,0.88
Atlanta Hawks,2015-12-26,Paul Millsap,Ala-Pívot,-59.38,129.11,8.62,0.5
Atlanta Hawks,2015-12-26,Shelvin Mack,Base,-25.0,-3.11,1.0,1.0
Atlanta Hawks,2015-12-26,Thabo Sefolosha,Alero,48.28,180.43,9.0,0.8
Atlanta Hawks,2015-12-26,Tiago Splitter,Pívot,68.8,97.49,5.0,0.5
Atlanta Hawks,2015-12-28,Al Horford,Pívot,94.45,101.13,10.88,0.38
Atlanta Hawks,2015-12-28,Dennis Schroder,Base,-78.15,117.35,14.25,0.25
Atlanta Hawks,2015-12-28,Jeff Teague,Base,20.22,55.71,6.88,0.38
Atlanta Hawks,2015-12-28,Kent Bazemore,Alero,-78.15,97.52,16.5,0.25
Atlanta Hawks,2015-12-28,Kyle Korver,Escolta,3.02,131.33,23.56,0.11
Atlanta Hawks,2015-12-28,Lamar Patterson,Escolta,-127.12,113.88,15.67,0.67
Atlanta Hawks,2015-12-28,Mike Muscala,Pívot,-84.51,69.46,0.0,0.0
Atlanta Hawks,2015-12-28,Mike Scott,Ala-Pívot,42.31,29.77,13.0,0.5
Atlanta Hawks,2015-12-28,Paul Millsap,Ala-Pívot,-0.25,120.94,9.82,0.53
Atlanta Hawks,2015-12-28,Thabo Sefolosha,Alero,-49.6,107.97,5.88,0.75
Atlanta Hawks,2015-12-29,Al Horford,Pívot,31.33,137.11,14.29,0.71
