Nombre equipo,Fecha,Nombre jugador,Posicion,X Posicion,Y Posicion,Distancia,Tiro convertido
Chicago Bulls,2015-11-24,Nikola Mirotic,Ala-Pívot,-43.97,93.12,14.12,0.5
Chicago Bulls,2015-11-24,Pau Gasol,Pívot,-13.86,128.14,8.67,0.33
Chicago Bulls,2015-11-24,Taj Gibson,Ala-Pívot,27.35,107.62,11.14,0.57
Chicago Bulls,2015-11-24,Tony Snell,Alero,53.47,71.8,20.33,0.17
Chicago Bulls,2015-11-27,Bobby Portis,Ala-Pívot,45.29,146.96,12.33,0.33
Chicago Bulls,2015-11-27,Cristiano Felicio,Pívot,-227.55,31.59,17.0,1.0
Chicago Bulls,2015-11-27,Derrick Rose,Base,-1.15,111.1,11.69,0.25
Chicago Bulls,2015-11-27,Doug McDermott,Alero,152.48,77.78,18.0,0.0
Chicago Bulls,2015-11-27,E'Twaun Moore,Escolta,3.66,93.99,11.57,0.43
Chicago Bulls,2015-11-27,Jimmy Butler,Escolta,38.91,80.41,17.9,0.4
Chicago Bulls,2015-11-27,Joakim Noah,Pívot,-121.84,61.98,11.0,0.0
Chicago Bulls,2015-11-27,Kirk Hinrich,Base,41.39,160.41,18.43,0.43
Chicago Bulls,2015-11-27,Nikola Mirotic,Ala-Pívot,-33.45,140.45,12.29,0.57
Chicago Bulls,2015-11-27,Pau Gasol,Pívot,40.49,122.93,9.29,0.29
Chicago Bulls,2015-11-27,Taj Gibson,Ala-Pívot,140.51,133.39,10.4,0.4
Chicago Bulls,2015-11-27,Tony Snell,Alero,-154.6,103.27,22.29,0.29
Chicago Bulls,2015-11-30,Derrick Rose,Base,6.59,136.44,10.71,0.29
Chicago Bulls,2015-11-30,Doug McDermott,Alero,52.76,101.18,11.08,0.42
Chicago Bulls,2015-11-30,E'Twaun Moore,Escolta,68.89,114.2,17.0,0.5
Chicago Bulls,2015-11-30,Jimmy Butler,Escolta,43.03,111.58,10.78,0.56
Chicago Bulls,2015-11-30,Joakim Noah,Pívot,12.61,117.06,1.5,0.67
Chicago Bulls,2015-11-30,Nikola Mirotic,Ala-Pívot,-23.85,144.75,17.88,0.38
Chicago Bulls,2015-11-30,Pau Gasol,Pívot,-0.24,91.18,8.61,0.33
Chicago Bulls,2015-11-30,Taj Gibson,Ala-Pívot,-37.17,146.35,4.0,0.4
Chicago Bulls,2015-11-30,Tony Snell,Alero,-24.41,105.86,15.0,0.8
Chicago Bulls,2015-12-05,Derrick Rose,Base,8.08,129.2,12.35,0.47
Chicago Bulls,2015-12-05,Doug McDermott,Alero,-77.45,185.05,15.0,0.62
Chicago Bulls,2015-12-05,E'Twaun Moore,Escolta,-9.75,63.65,7.5,0.5
Chicago Bulls,2015-12-05,Jimmy Butler,Escolta,24.85,123.22,9.87,0.47
Chicago Bulls,2015-12-05,Joakim Noah,Pívot,-49.47,122.58,2.67,0.0
Chicago Bulls,2015-12-05,Kirk Hinrich,Base,21.66,159.03,17.67,0.33
Chicago Bulls,2015-12-05,Nikola Mirotic,Ala-Pívot,-20.83,113.29,17.6,0.2
Chicago Bulls,2015-12-05,Pau Gasol,Pívot,-68.89,130.24,7.92,0.38
Chicago Bulls,2015-12-05,Taj Gibson,Ala-Pívot,-8.7,136.29,6.71,0.43
Chicago Bulls,2015-12-07,Derrick Rose,Base,-27.57,120.44,7.61,0.39
Chicago Bulls,2015-12-07,Doug McDermott,Alero,-82.9,119.95,14.43,0.57
Chicago Bulls,2015-12-07,E'Twaun Moore,Escolta,-98.17,129.51,14.0,0.67
Chicago Bulls,2015-12-07,Jimmy Butler,Escolta,-41.92,61.42,10.67,0.5
Chicago Bulls,2015-12-07,Joakim Noah,Pívot,-24.53,61.32,0.67,0.33
Chicago Bulls,2015-12-07,Kirk Hinrich,Base,-12.26,146.75,7.4,0.0
Chicago Bulls,2015-12-07,Nikola Mirotic,Ala-Pívot,-20.2,102.52,17.08,0.46
Chicago Bulls,2015-12-07,Pau Gasol,Pívot,30.47,86.75,9.0,0.54
Chicago Bulls,2015-12-07,Taj Gibson,Ala-Pívot,24.07,108.6,5.2,0.4
Chicago Bulls,2015-12-07,Tony Snell,Alero,64.69,138.53,15.83,0.67
Chicago Bulls,2015-12-09,Derrick Rose,Base,-68.5,103.85,13.36,0.45
Chicago Bulls,2015-12-09,Doug McDermott,Alero,-18.75,118.52,13.73,0.36
Chicago Bulls,2015-12-09,E'Twaun Moore,Escolta,73.06,58.39,5.0,0.0
Chicago Bulls,2015-12-09,Jimmy Butler,Escolta,0.58,151.66,13.96,0.5
Chicago Bulls,2015-12-09,Joakim Noah,Pívot,-36.15,101.41,2.4,0.4
Chicago Bulls,2015-12-09,Kirk Hinrich,Base,64.41,63.11,2.0,1.0
Chicago Bulls,2015-12-09,Nikola Mirotic,Ala-Pívot,-8.03,152.7,18.1,0.4
Chicago Bulls,2015-12-09,Pau Gasol,Pívot,23.12,119.07,10.12,0.41
Chicago Bulls,2015-12-09,Taj Gibson,Ala-Pívot,-64.38,83.1,5.67,0.67
Chicago Bulls,2015-12-09,Tony Snell,Alero,-38.24,157.33,18.0,0.0
Chicago Bulls,2015-12-10,Aaron Brooks,Base,35.65,130.69,7.0,0.38
Chicago Bulls,2015-12-10,Derrick Rose,Base,-51.74,146.84,13.55,0.45
Chicago Bulls,2015-12-10,Doug McDermott,Alero,-130.94,132.05,11.0,0.0
Chicago Bulls,2015-12-10,Jimmy Butler,Escolta,-18.09,95.16,17.86,0.29
Chicago Bulls,2015-12-10,Joakim Noah,Pívot,23.04,56.98,2.0,0.2
Chicago Bulls,2015-12-10,Kirk Hinrich,Base,157.38,63.56,23.5,0.25
Chicago Bulls,2015-12-10,Nikola Mirotic,Ala-Pívot,-12.09,158.0,17.12,0.25
Chicago Bulls,2015-12-10,Pau Gasol,Pívot,-31.11,167.1,14.79,0.53
Chicago Bulls,2015-12-10,Taj Gibson,Ala-Pívot,-30.84,123.48,7.25,0.38
Chicago Bulls,2015-12-10,Tony Snell,Alero,62.28,89.42,14.33,0.33
Chicago Bulls,2015-12-12,Aaron Brooks,Base,66.37,151.32,15.73,0.55
Chicago Bulls,2015-12-12,Derrick Rose,Base,-6.8,117.17,6.1,0.4
Chicago Bulls,2015-12-12,Doug McDermott,Alero,-30.34,153.98,18.22,0.56
Chicago Bulls,2015-12-12,Jimmy Butler,Escolta,15.57,94.27,6.88,0.25
Chicago Bulls,2015-12-12,Joakim Noah,Pívot,101.81,66.88,1.5,0.75
Chicago Bulls,2015-12-12,Kirk Hinrich,Base,192.76,90.4,24.0,1.0
Chicago Bulls,2015-12-12,Nikola Mirotic,Ala-Pívot,-67.08,177.38,18.83,0.5
Chicago Bulls,2015-12-12,Pau Gasol,Pívot,16.47,123.46,9.73,0.4
Chicago Bulls,2015-12-12,Taj Gibson,Ala-Pívot,-30.26,109.78,8.67,0.33
Chicago Bulls,2015-12-12,Tony Snell,Alero,-94.84,224.52,25.0,0.0
Chicago Bulls,2015-12-14,Aaron Brooks,Base,82.62,138.95,16.75,0.25
Chicago Bulls,2015-12-14,Bobby Portis,Ala-Pívot,96.61,175.32,14.25,0.75
Chicago Bulls,2015-12-14,Cameron Bairstow,Pívot,-187.52,126.14,2.5,0.5
Chicago Bulls,2015-12-14,Derrick Rose,Base,-150.16,149.24,12.67,0.67
Chicago Bulls,2015-12-14,Doug McDermott,Alero,-7.13,92.79,9.25,0.38
Chicago Bulls,2015-12-14,E'Twaun Moore,Escolta,12.94,82.92,5.0,0.0
Chicago Bulls,2015-12-14,Jimmy Butler,Escolta,-34.08,64.66,7.79,0.57
Chicago Bulls,2015-12-14,Joakim Noah,Pívot,30.33,134.86,6.57,0.29
Chicago Bulls,2015-12-14,Kirk Hinrich,Base,-52.56,155.91,13.0,0.5
Chicago Bulls,2015-12-14,Nikola Mirotic,Ala-Pívot,-70.9,180.5,21.3,0.6
Chicago Bulls,2015-12-14,Pau Gasol,Pívot,11.65,98.21,8.0,0.71
Chicago Bulls,2015-12-14,Taj Gibson,Ala-Pívot,-57.97,90.59,2.8,0.6
Chicago Bulls,2015-12-14,Tony Snell,Alero,22.26,121.74,15.33,0.44
Chicago Bulls,2015-12-16,Aaron Brooks,Base,-124.19,13.25,11.0,0.0
Chicago Bulls,2015-12-16,Derrick Rose,Base,29.34,102.45,9.0,0.71
Chicago Bulls,2015-12-16,Doug McDermott,Alero,-204.88,127.73,24.0,0.0
Chicago Bulls,2015-12-16,Jimmy Butler,Escolta,133.47,119.1,9.0,0.8
Chicago Bulls,2015-12-16,Joakim Noah,Pívot,72.24,196.32,1.0,1.0
Chicago Bulls,2015-12-16,Kirk Hinrich,Base,-45.43,176.44,13.0,1.0
Chicago Bulls,2015-12-16,Nikola Mirotic,Ala-Pívot,-44.4,244.09,24.0,0.0
Chicago Bulls,2015-12-16,Pau Gasol,Pívot,162.64,69.62,16.0,0.0
Chicago Bulls,2015-12-16,Taj Gibson,Ala-Pívot,-87.67,84.75,15.5,0.5
Chicago Bulls,2015-12-16,Tony Snell,Alero,132.72,139.5,20.0,1.0
Chicago Bulls,2015-12-19,Aaron Brooks,Base,49.03,141.66,14.38,0.38
Chicago Bulls,2015-12-19,Bobby Portis,Ala-Pívot,47.42,162.01,9.61,0.44
Chicago Bulls,2015-12-19,Cameron Bairstow,Pívot,-36.39,102.25,2.33,0.33
Chicago Bulls,2015-12-19,Derrick Rose,Base,-34.8,164.52,15.2,0.3
Chicago Bulls,2015-12-19,Doug McDermott,Alero,-88.04,165.59,21.67,0.0
Chicago Bulls,2015-12-19,E'Twaun Moore,Escolta,29.37,96.68,5.8,0.4
Chicago Bulls,2015-12-19,Jimmy Butler,Escolta,37.1,156.71,12.36,0.36
Chicago Bulls,2015-12-19,Joakim Noah,Pívot,15.11,111.17,3.12,0.56
Chicago Bulls,2015-12-19,Kirk Hinrich,Base,-172.72,153.08,21.5,0.0
Chicago Bulls,2015-12-19,Nikola Mirotic,Ala-Pívot,23.73,145.15,17.0,0.12
Chicago Bulls,2015-12-19,Taj Gibson,Ala-Pívot,-86.58,140.21,10.0,0.75
Chicago Bulls,2015-12-19,Tony Snell,Alero,-43.49,108.44,13.33,0.5
Chicago Bulls,2015-12-21,Aaron Brooks,Base,-27.11,169.3,19.0,0.5
Chicago Bulls,2015-12-21,Bobby Portis,Ala-Pívot,11.46,108.64,9.56,0.33
Chicago Bulls,2015-12-21,Derrick Rose,Base,13.99,134.84,9.73,0.27
Chicago Bulls,2015-12-21,Doug McDermott,Alero,-36.62,199.48,18.67,0.44
Chicago Bulls,2015-12-21,Jimmy Butler,Escolta,6.23,165.27,14.8,0.55
Chicago Bulls,2015-12-21,Joakim Noah,Pívot,30.93,26.19,2.0,0.5
Chicago Bulls,2015-12-21,Kirk Hinrich,Base,-93.48,231.46,23.5,0.5
Chicago Bulls,2015-12-21,Nikola Mirotic,Ala-Pívot,-30.14,161.23,17.0,0.33
Chicago Bulls,2015-12-21,Pau Gasol,Pívot,-7.96,144.12,13.31,0.5
Chicago Bulls,2015-12-21,Taj Gibson,Ala-Pívot,11.52,120.99,2.67,0.56
Chicago Bulls,2015-12-25,Aaron Brooks,Base,-50.22,85.19,12.5,0.5
Chicago Bulls,2015-12-25,Bobby Portis,Ala-Pívot,-26.65,117.58,10.75,0.38
Chicago Bulls,2015-12-25,Derrick Rose,Base,-46.56,109.83,8.56,0.39
Chicago Bulls,2015-12-25,Doug McDermott,Alero,11.15,142.4,14.86,0.29
Chicago Bulls,2015-12-25,Jimmy Butler,Escolta,-12.47,126.36,9.05,0.45
Chicago Bulls,2015-12-25,Kirk Hinrich,Base,-19.35,162.1,9.5,0.5
Chicago Bulls,2015-12-25,Nikola Mirotic,Ala-Pívot,25.58,188.46,23.8,0.2
Chicago Bulls,2015-12-25,Pau Gasol,Pívot,-28.0,114.67,9.06,0.5
Chicago Bulls,2015-12-25,Taj Gibson,Ala-Pívot,99.1,143.76,6.12,0.75
Chicago Bulls,2015-12-25,Tony Snell,Alero,-15.0,105.95,12.5,0.25
Chicago Bulls,2015-12-28,Aaron Brooks,Base,20.34,133.45,9.62,0.46
Chicago Bulls,2015-12-28,Bobby Portis,Ala-Pívot,22.38,163.87,13.2,0.6
Chicago Bulls,2015-12-28,Derrick Rose,Base,-45.32,105.47,14.62,0.44
Chicago Bulls,2015-12-28,Jimmy Butler,Escolta,40.49,139.58,15.71,0.29
Chicago Bulls,2015-12-28,Nikola Mirotic,Ala-Pívot,3.14,132.94,17.0,0.17
Chicago Bulls,2015-12-28,Pau Gasol,Pívot,-46.72,93.2,11.29,0.57
Chicago Bulls,2015-12-28,Taj Gibson,Ala-Pívot,26.15,124.8,6.57,0.29
Chicago Bulls,2015-12-28,Tony Snell,Alero,-25.54,122.72,13.07,0.57
Chicago Bulls,2015-12-30,Aaron Brooks,Base,-20.25,126.48,12.67,0.5
Chicago Bulls,2015-12-30,Bobby Portis,Ala-Pívot,23.58,132.04,8.27,0.64
Chicago Bulls,2015-12-30,Doug McDermott,Alero,-29.94,107.01,12.33,0.33
Chicago Bulls,2015-12-30,Jimmy Butler,Escolta,-4.89,103.52,12.77,0.38
Chicago Bulls,2015-12-30,Kirk Hinrich,Base,48.34,217.35,17.33,0.33
Chicago Bulls,2015-12-30,Nikola Mirotic,Ala-Pívot,36.72,69.12,17.0,0.0
Chicago Bulls,2015-12-30,Pau Gasol,Pívot,-1.83,132.29,12.08,0.31
Chicago Bulls,2015-12-30,Taj Gibson,Ala-Pívot,77.65,77.27,6.5,0.33
Chicago Bulls,2015-12-30,Tony Snell,Alero,27.57,148.78,10.0,0.17
Chicago Bulls,2016-01-01,Aaron Brooks,Base,154.94,80.16,14.33,0.67
Chicago Bulls,2016-01-01,Bobby Portis,Ala-Pívot,-83.72,195.62,15.0,0.67
Chicago Bulls,2016-01-01,Cameron Bairstow,Pívot,-9.79,92.15,1.0,0.0
Chicago Bulls,2016-01-01,Doug McDermott,Alero,14.87,88.5,15.89,0.56
Chicago Bulls,2016-01-01,E'Twaun Moore,Escolta,2.09,137.19,2.5,0.5
Chicago Bulls,2016-01-01,Jimmy Butler,Escolta,9.28,100.06,6.11,0.44
Chicago Bulls,2016-01-01,Kirk Hinrich,Base,90.99,27.75,2.0,1.0
Chicago Bulls,2016-01-01,Nikola Mirotic,Ala-Pívot,45.38,98.0,18.86,0.71
Chicago Bulls,2016-01-01,Pau Gasol,Pívot,-18.2,118.5,10.82,0.29
Chicago Bulls,2016-01-01,Taj Gibson,Ala-Pívot,42.11,84.15,6.29,0.29
Chicago Bulls,2016-01-01,Tony Snell,Alero,-49.7,138.31,9.71,0.29
Chicago Bulls,2016-01-05,Bobby Portis,Ala-Pívot,6.44,149.09,18.67,0.33
Chicago Bulls,2016-01-05,Derrick Rose,Base,2.84,98.8,11.94,0.47
Chicago Bulls,2016-01-05,Doug McDermott,Alero,-33.16,93.47,23.0,0.0
Chicago Bulls,2016-01-05,Jimmy Butler,Escolta,-2.33,137.97,9.3,0.55
Chicago Bulls,2016-01-05,Kirk Hinrich,Base,40.43,190.91,20.5,0.5
Chicago Bulls,2016-01-05,Nikola Mirotic,Ala-Pívot,61.53,92.68,14.78,0.44
Chicago Bulls,2016-01-05,Pau Gasol,Pívot,-7.82,136.49,15.71,0.71
Chicago Bulls,2016-01-05,Taj Gibson,Ala-Pívot,-1.56,77.68,0.6,0.8
Chicago Bulls,2016-01-05,Tony Snell,Alero,-7.07,164.45,11.0,0.57
Chicago Bulls,2016-01-07,Bobby Portis,Ala-Pívot,53.07,145.37,13.12,0.25
Chicago Bulls,2016-01-07,Derrick Rose,Base,-34.76,144.29,6.67,0.53
Chicago Bulls,2016-01-07,Doug McDermott,Alero,-14.09,169.97,17.88,0.38
Chicago Bulls,2016-01-07,Jimmy Butler,Escolta,43.72,143.11,15.0,0.27
Chicago Bulls,2016-01-07,Kirk Hinrich,Base,-72.66,63.99,22.5,0.5
Chicago Bulls,2016-01-07,Nikola Mirotic,Ala-Pívot,17.06,62.95,23.22,0.33
Chicago Bulls,2016-01-07,Pau Gasol,Pívot,-16.85,113.79,11.93,0.4
Chicago Bulls,2016-01-07,Taj Gibson,Ala-Pívot,73.64,114.64,9.56,0.56
Chicago Bulls,2016-01-07,Tony Snell,Alero,93.57,104.65,15.6,0.6
Chicago Bulls,2016-01-12,Aaron Brooks,Base,15.68,118.04,17.5,0.5
Chicago Bulls,2016-01-12,Derrick Rose,Base,-2.3,65.31,12.0,0.25
Chicago Bulls,2016-01-12,Doug McDermott,Alero,30.25,27.32,19.0,0.0
Chicago Bulls,2016-01-12,Jimmy Butler,Escolta,-9.91,130.84,11.88,0.5
Chicago Bulls,2016-01-12,Joakim Noah,Pívot,-93.83,63.1,0.5,0.5
Chicago Bulls,2016-01-12,Kirk Hinrich,Base,-50.97,171.67,26.0,0.0
Chicago Bulls,2016-01-12,Nikola Mirotic,Ala-Pívot,-2.99,181.44,16.33,0.5
Chicago Bulls,2016-01-12,Pau Gasol,Pívot,-43.7,138.38,8.8,0.3
Chicago Bulls,2016-01-12,Taj Gibson,Ala-Pívot,-28.72,65.87,5.2,0.4
Chicago Bulls,2016-01-12,Tony Snell,Alero,38.64,89.39,17.5,0.7
Chicago Bulls,2016-01-20,Aaron Brooks,Base,-15.23,102.65,21.25,0.25
Chicago Bulls,2016-01-20,Bobby Portis,Ala-Pívot,-6.77,100.39,11.07,0.5
Chicago Bulls,2016-01-20,Cameron Bairstow,Pívot,204.4,196.89,3.0,0.0
Chicago Bulls,2016-01-20,Cristiano Felicio,Pívot,113.32,223.17,25.0,0.0
Chicago Bulls,2016-01-20,Derrick Rose,Base,-17.68,77.51,11.23,0.55
Chicago Bulls,2016-01-20,Doug McDermott,Alero,60.11,192.0,8.33,0.17
Chicago Bulls,2016-01-20,E'Twaun Moore,Escolta,25.38,146.01,10.0,0.67
Chicago Bulls,2016-01-20,Jimmy Butler,Escolta,57.22,108.49,14.31,0.44
Chicago Bulls,2016-01-20,Nikola Mirotic,Ala-Pívot,-40.47,105.02,18.0,0.0
Chicago Bulls,2016-01-20,Pau Gasol,Pívot,29.23,134.84,8.25,0.0
Chicago Bulls,2016-01-20,Taj Gibson,Ala-Pívot,87.29,90.51,5.5,0.33
Chicago Bulls,2016-01-20,Tony Snell,Alero,-32.49,153.59,15.62,0.12
Chicago Bulls,2016-01-22,Aaron Brooks,Base,-19.21,82.96,13.17,0.33
Chicago Bulls,2016-01-22,Bobby Portis,Ala-Pívot,-17.18,109.38,8.33,0.33
Chicago Bulls,2016-01-22,Derrick Rose,Base,-6.35,117.69,11.1,0.48
Chicago Bulls,2016-01-22,Doug McDermott,Alero,136.84,206.32,25.0,0.0
Chicago Bulls,2016-01-22,E'Twaun Moore,Escolta,133.71,46.02,3.0,0.0
Chicago Bulls,2016-01-22,Jimmy Butler,Escolta,83.61,88.65,12.55,0.5
Chicago Bulls,2016-01-22,Nikola Mirotic,Ala-Pívot,-90.44,113.23,12.71,0.14
Chicago Bulls,2016-01-22,Pau Gasol,Pívot,-30.55,118.51,6.69,0.54
Chicago Bulls,2016-01-22,Taj Gibson,Ala-Pívot,76.68,150.88,5.5,0.5
Chicago Bulls,2016-01-22,Tony Snell,Alero,-35.3,128.62,0.0,1.0
Cleveland Cavaliers,2015-10-27,Anderson Varejao,Pívot,129.36,216.19,19.0,0.0
Cleveland Cavaliers,2015-10-27,James Jones,Alero,-42.11,141.78,24.5,0.0
Cleveland Cavaliers,2015-10-27,Kevin Love,Ala-Pívot,-25.25,102.21,11.88,0.35
Cleveland Cavaliers,2015-10-27,LeBron James,Alero,-22.87,136.14,11.05,0.55
Cleveland Cavaliers,2015-10-27,Matthew Dellavedova,Base,2.3,156.91,13.38,0.38
Cleveland Cavaliers,2015-10-27,Mo Williams,Base,-55.48,129.86,18.6,0.47
Cleveland Cavaliers,2015-10-27,Richard Jefferson,Alero,-73.05,145.51,17.14,0.57
Cleveland Cavaliers,2015-10-27,Timofey Mozgov,Pívot,48.25,115.09,4.67,0.33
Cleveland Cavaliers,2015-10-27,Tristan Thompson,Ala-Pívot,-113.27,-1.88,11.25,0.25
Cleveland Cavaliers,2015-10-28,Anderson Varejao,Pívot,-23.59,83.81,4.67,0.33
Cleveland Cavaliers,2015-10-28,James Jones,Alero,78.15,109.69,22.0,0.5
Cleveland Cavaliers,2015-10-28,Kevin Love,Ala-Pívot,-30.56,133.58,17.14,0.5
Cleveland Cavaliers,2015-10-28,LeBron James,Alero,-1.2,139.82,15.08,0.31
Cleveland Cavaliers,2015-10-28,Matthew Dellavedova,Base,76.91,125.18,12.0,0.56
Cleveland Cavaliers,2015-10-28,Mo Williams,Base,-111.22,159.61,21.38,0.38
Cleveland Cavaliers,2015-10-28,Richard Jefferson,Alero,-44.63,145.31,15.83,0.83
Cleveland Cavaliers,2015-10-28,Timofey Mozgov,Pívot,-7.83,69.92,6.88,0.5
Cleveland Cavaliers,2015-10-28,Tristan Thompson,Ala-Pívot,-98.24,75.64,0.0,1.0
Cleveland Cavaliers,2015-10-30,Anderson Varejao,Pívot,-28.07,88.2,16.0,0.5
Cleveland Cavaliers,2015-10-30,Kevin Love,Ala-Pívot,-14.6,149.78,14.87,0.4
Cleveland Cavaliers,2015-10-30,LeBron James,Alero,-23.03,82.75,8.16,0.68
Cleveland Cavaliers,2015-10-30,Matthew Dellavedova,Base,-38.73,193.09,20.8,0.2
Cleveland Cavaliers,2015-10-30,Mo Williams,Base,13.91,85.94,18.5,0.2
Cleveland Cavaliers,2015-10-30,Richard Jefferson,Alero,-56.11,152.71,15.43,0.29
Cleveland Cavaliers,2015-10-30,Timofey Mozgov,Pívot,-70.04,137.16,1.67,0.67
Cleveland Cavaliers,2015-10-30,Tristan Thompson,Ala-Pívot,20.9,106.26,2.78,0.67
Cleveland Cavaliers,2015-11-02,Anderson Varejao,Pívot,69.5,236.14,25.0,0.0
Cleveland Cavaliers,2015-11-02,James Jones,Alero,-17.25,137.46,21.0,0.67
Cleveland Cavaliers,2015-11-02,Kevin Love,Ala-Pívot,25.1,158.74,13.14,0.5
Cleveland Cavaliers,2015-11-02,LeBron James,Alero,-35.23,134.27,8.47,0.47
Cleveland Cavaliers,2015-11-02,Matthew Dellavedova,Base,55.47,162.38,14.62,0.62
Cleveland Cavaliers,2015-11-02,Mo Williams,Base,79.35,132.78,14.4,0.8
Cleveland Cavaliers,2015-11-02,Richard Jefferson,Alero,-41.1,126.95,17.75,0.5
Cleveland Cavaliers,2015-11-02,Timofey Mozgov,Pívot,8.83,156.62,4.86,0.29
Cleveland Cavaliers,2015-11-02,Tristan Thompson,Ala-Pívot,-19.37,93.64,4.43,0.57
Cleveland Cavaliers,2015-11-04,James Jones,Alero,-47.16,112.05,22.0,0.33
Cleveland Cavaliers,2015-11-04,Kevin Love,Ala-Pívot,5.21,122.77,19.33,0.25
Cleveland Cavaliers,2015-11-04,LeBron James,Alero,8.0,117.02,9.29,0.43
Cleveland Cavaliers,2015-11-04,Matthew Dellavedova,Base,33.17,78.39,13.0,0.29
Cleveland Cavaliers,2015-11-04,Mo Williams,Base,61.94,118.65,18.81,0.44
Cleveland Cavaliers,2015-11-04,Richard Jefferson,Alero,-25.11,66.97,19.5,0.33
Cleveland Cavaliers,2015-11-04,Timofey Mozgov,Pívot,-69.62,93.7,5.5,0.5
Cleveland Cavaliers,2015-11-04,Tristan Thompson,Ala-Pívot,53.27,170.4,0.4,0.8
Cleveland Cavaliers,2015-11-06,Anderson Varejao,Pívot,92.39,147.94,15.0,1.0
Cleveland Cavaliers,2015-11-06,James Jones,Alero,29.07,135.84,21.8,0.2
Cleveland Cavaliers,2015-11-06,Kevin Love,Ala-Pívot,-91.32,128.78,19.08,0.38
Cleveland Cavaliers,2015-11-06,LeBron James,Alero,-13.99,121.39,11.1,0.55
Cleveland Cavaliers,2015-11-06,Matthew Dellavedova,Base,-6.61,174.59,13.71,0.43
Cleveland Cavaliers,2015-11-06,Mo Williams,Base,-18.42,132.78,17.78,0.67
Cleveland Cavaliers,2015-11-06,Richard Jefferson,Alero,10.65,161.2,11.91,0.64
Cleveland Cavaliers,2015-11-06,Timofey Mozgov,Pívot,95.35,124.48,3.83,0.83
Cleveland Cavaliers,2015-11-06,Tristan Thompson,Ala-Pívot,-160.7,30.23,15.0,1.0
Cleveland Cavaliers,2015-11-08,Kevin Love,Ala-Pívot,35.48,111.71,8.83,0.5
Cleveland Cavaliers,2015-11-08,LeBron James,Alero,-47.32,116.89,10.61,0.43
Cleveland Cavaliers,2015-11-08,Matthew Dellavedova,Base,-89.96,63.91,18.0,0.67
Cleveland Cavaliers,2015-11-08,Mo Williams,Base,39.91,144.0,16.27,0.27
Cleveland Cavaliers,2015-11-08,Richard Jefferson,Alero,70.41,38.03,12.5,0.33
Cleveland Cavaliers,2015-11-08,Timofey Mozgov,Pívot,58.75,40.67,9.8,0.4
Cleveland Cavaliers,2015-11-08,Tristan Thompson,Ala-Pívot,-5.81,62.71,2.0,0.88
Cleveland Cavaliers,2015-11-10,Anderson Varejao,Pívot,124.54,91.3,12.67,0.33
Cleveland Cavaliers,2015-11-10,James Jones,Alero,119.89,212.26,24.0,0.0
Cleveland Cavaliers,2015-11-10,Kevin Love,Ala-Pívot,-63.49,136.19,19.56,0.38
Cleveland Cavaliers,2015-11-10,LeBron James,Alero,-29.32,105.67,9.11,0.56
Cleveland Cavaliers,2015-11-10,Matthew Dellavedova,Base,-11.93,108.96,10.0,0.57
Cleveland Cavaliers,2015-11-10,Mo Williams,Base,-71.66,148.0,20.67,0.89
Cleveland Cavaliers,2015-11-10,Richard Jefferson,Alero,26.94,109.72,12.33,0.33
Cleveland Cavaliers,2015-11-10,Timofey Mozgov,Pívot,9.22,193.76,11.0,0.0
Cleveland Cavaliers,2015-11-10,Tristan Thompson,Ala-Pívot,24.23,99.13,0.6,0.4
Cleveland Cavaliers,2015-11-13,Anderson Varejao,Pívot,74.42,29.93,1.0,0.0
Cleveland Cavaliers,2015-11-13,James Jones,Alero,-89.48,192.74,23.5,0.0
Cleveland Cavaliers,2015-11-13,Kevin Love,Ala-Pívot,-69.12,128.62,14.0,0.2
Cleveland Cavaliers,2015-11-13,LeBron James,Alero,-25.61,113.87,7.67,0.57
Cleveland Cavaliers,2015-11-13,Matthew Dellavedova,Base,-39.53,145.88,14.75,0.5
Cleveland Cavaliers,2015-11-13,Mo Williams,Base,2.22,157.16,18.46,0.54
Cleveland Cavaliers,2015-11-13,Richard Jefferson,Alero,4.59,254.6,24.5,0.0
Cleveland Cavaliers,2015-11-13,Timofey Mozgov,Pívot,-121.24,93.16,6.4,0.8
Cleveland Cavaliers,2015-11-13,Tristan Thompson,Ala-Pívot,-22.84,97.97,2.75,0.25
Cleveland Cavaliers,2015-11-14,Anderson Varejao,Pívot,-15.68,97.25,11.0,0.5
Cleveland Cavaliers,2015-11-14,Kevin Love,Ala-Pívot,-25.14,102.2,16.8,0.47
Cleveland Cavaliers,2015-11-14,LeBron James,Alero,-15.8,167.23,11.42,0.47
Cleveland Cavaliers,2015-11-14,Matthew Dellavedova,Base,64.73,212.57,13.5,0.0
Cleveland Cavaliers,2015-11-14,Mo Williams,Base,121.12,183.53,14.0,0.0
Cleveland Cavaliers,2015-11-14,Richard Jefferson,Alero,124.09,70.01,17.67,0.56
Cleveland Cavaliers,2015-11-14,Timofey Mozgov,Pívot,62.0,73.02,5.0,0.2
Cleveland Cavaliers,2015-11-14,Tristan Thompson,Ala-Pívot,6.37,118.12,5.0,0.67
Cleveland Cavaliers,2015-11-17,James Jones,Alero,-107.07,214.52,25.0,0.5
Cleveland Cavaliers,2015-11-17,Kevin Love,Ala-Pívot,29.09,141.29,12.15,0.54
Cleveland Cavaliers,2015-11-17,LeBron James,Alero,17.52,135.31,11.95,0.52
